2020-07-02,2020年7月2日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202007/t20200702_2459564.htm,"
　　一、境外输入疫情
　　7月1日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至7月1日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例21例，目前住院病例0例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　7月1日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至7月1日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-07-01,2020年7月1日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202007/t20200701_2459007.htm,"
　　一、境外输入疫情
　　6月30日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月30日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例21例，目前住院病例0例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月30日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月30日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-30,2020年6月30日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200630_2458458.htm,"
　　一、境外输入疫情
　　6月29日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月29日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月29日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月29日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-29,2020年6月29日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200629_2458188.htm,"
　　一、境外输入疫情
　　6月28日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月28日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月28日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月28日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-28,2020年6月28日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200628_2457870.htm,"
　　一、境外输入疫情
　　6月27日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月27日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月27日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月27日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-27,2020年6月27日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200627_2457811.htm,"
　　一、境外输入疫情
　　6月26日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月26日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月26日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月26日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-26,2020年6月26日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200626_2457802.htm,"
　　一、境外输入疫情
　　6月25日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月25日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月25日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月25日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-25,2020年6月25日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200625_2457798.htm,"
　　一、境外输入疫情
　　6月24日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月24日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月24日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月24日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
2020-06-24,厦门市卫生健康委员会关于开通新冠疫情防控咨询专线的公告,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200624_2457603.htm,"
　　为进一步做好新型冠状病毒疫情常态化防控工作，全天候更及时、便捷地做好有关新型冠状病毒疫情卫生防控政策措施和群众关心的疫情防控卫生相关问题咨询服务，厦门市卫生健康委决定，整合我市卫生健康系统各有关专业机构设立的新型冠状病毒疫情防控公众咨询服务电话，统一设立厦门市卫生健康委新型冠状病毒疫情防控24小时咨询服务专线。
　　2020年6月25日0:00起，境内外公众如需要咨询新型冠状病毒疫情防控卫生相关政策措施或疫情防控卫生相关问题，敬请垂询本咨询专线：
　　厦门市卫生健康委新型冠状病毒疫情防控24小时咨询服务专线：0592—3279055
　　专此公告
　　厦门市卫生健康委员会
　　2020年6月24日　　
"
2020-06-24,2020年6月24日福建省厦门市新型冠状病毒肺炎疫情情况,http://hfpc.xm.gov.cn/xwzx/tzgg/202006/t20200624_2457508.htm,"
　　一、境外输入疫情
　　6月23日0—24时，厦门市报告新增境外输入性新型冠状病毒肺炎确诊病例0例，新增境外输入无症状感染者0例。
　　截至6月23日24时，厦门市累计报告境外输入新型冠状病毒肺炎确诊病例21例（英国6例，菲律宾6例，美国4例，阿联酋1例，爱尔兰1例，荷兰1例，马来西亚1例，外籍1例）。
　　境外输入无症状感染者尚在接受集中隔离医学观察0例。
　　已治愈出院病例19例，目前住院病例2例；无死亡病例。
　　现有报告境外输入新型冠状病毒肺炎疑似病例0例。
　　二、本地疫情
　　6月23日0—24时，厦门市报告新增本地新型冠状病毒肺炎确诊病例0例，报告新增本地新型冠状病毒肺炎疑似病例0例，报告新增省外输入无症状感染者0例。
　　截至6月23日24时，厦门市累计报告本地新型冠状病毒肺炎确诊病例35例（思明区13例、海沧区2例、湖里区3例、集美区4例、翔安区3例、泉州市石狮市1例、湖北省武汉市9例）。
　　累计治愈出院病例35例，无死亡病例。
　　现有报告本地新型冠状病毒肺炎疑似病例0例；无症状感染者尚在接受集中隔离医学观察0例。
　　三、密切接触者
　　目前密切接触者、外地通报协查的密切接触者及其共同居住家属正在接受集中医学观察者0人。
　　【厦门市卫健委温馨提示】安全有序复工复产复学，按照对重点人群“应检尽检”、重点行业“适时抽检”、一般人群“愿检尽检”的原则，落实常态化疫情防控举措，坚持外防输入、内防反弹。
　　市民要关注食品原料安全，不采购无证食品，生熟食材分开存放，食物烧熟煮透，不食用生冷食物。处理食物的案板、菜刀、餐具要做到生熟分开并及时彻底清洗，处理生鱼海鲜生肉后应立即洗手。要时刻保持个人防护意识，科学佩戴口罩，勤洗手、常通风、不扎堆、不聚会，保持良好的卫生习惯。应积极配合农贸市场、公共场所等管理人员做好八闽健康码查验、测温等疫情防控措施。若出现发热、咳嗽等症状，要及时就近进行诊疗。
　　保持积极心态，防控新冠肺炎心理热线0592-5395159。
"
