2020-07-02,"
       	房屋所有权证、不动产权证书、土地使用权证、不动产登记证明声明作废公告 2020年 第0702号",http://www.jms.gov.cn/html/index/content/2020/7/528db71b85df4addb5881d0f12b9e1df.html,"
一、毛波土地使用权证丢失声明作废公告
土地使用权人毛波不慎将土地使用权证丢失，土地流水号：（2004）第3-50-358-16，用途：城镇住宅用地，坐落：前进区胜利社区3-0164-049-070501。
特此公告作废
二、张莹房屋所有权证丢失声明作废公告
产权人张莹不慎将所有权证书丢失，房屋所有权证号为：2012010957号，产籍号为：1-0690-022-050202，使用性质：成套住宅，建筑面积：109.40平方米，坐落：郊区新城社区。
特此公告作废


发布单位：佳木斯市不动产登记中心
2020年7月2日
"
2020-07-02,"
       	佳木斯市2020外汇政策宣传月活动正式启动",http://www.jms.gov.cn/html/index/content/2020/7/7721f84f140a47839b4859bbeec9b0f2.html,"
为了充分运用外汇政策，助力企业复工复产，2020年7月1日，国家外汇管理局佳木斯市中心支局组织全辖外汇支局和银行机构正式启动外汇政策宣传月活动。
此次活动旨在针对不同市场主体对外汇政策和服务的需求，开展有针对性的外汇政策宣传，重点向银行、企业宣传解读疫情防控、复工复产、最新贸易投资便利化举措，引导市场主体充分运用外汇政策，合理选择外汇产品和服务，有效管理汇率风险，应享尽享政策红利，支持企业恢复生产经营秩序。
活动计划采取横向纵向立体联动的模式，全方位多角度地开展宣传。一是采取市县两级互动的方式，深入挖掘和宣传口岸地区支局特色经济活动。突出地域特色，互市贸易发展。二是充分利用和发挥银行业务宣传平台和资源，提高外汇政策传播力和穿透力。三是有效利用多媒体资源，丰富新媒体宣传形式，以新颖的宣传模式有效拓展外汇政策普及面，深化涉汇主体对外汇政策的认知度和接受度。
本次宣传月活动将以全辖67家外汇业务银行营业网点为辐射点，面向辖内广大居民个人和300余家涉外企业等涉汇主体开展全方位政策宣传，随时解答企业和个人的政策咨询。下一步，我局将也将针对涉汇主体需求陆续推出相应的外汇政策宣传和解读。并向社会公布外汇政策咨询电话，建立外汇政策宣传长效机制。（经常项目政策咨询电话：8677176，资本项目政策咨询电话：8226249）
 
 
   国家外汇管理局佳木斯市中心支局
            2020.7.2
"
2020-07-02,"
       	《就业失业登记证》遗失声明公示名单",http://www.jms.gov.cn/html/index/content/2020/7/bd99de90cc3241c58f2f905685aba80f.html,"
孙学伟不慎将《就业失业登记证》遗失，身份证号：23080219630721131X，编号：2308110013026066，特此声明作废。
潘士君不慎将《就业失业登记证》遗失，身份证号：230802196207180130，编号：2308110012024915，特此声明作废。
周文生不慎将《就业失业登记证》遗失，身份证号：230811197211271845，编号：2308110012012906，特此声明作废。
王艳不慎将《就业失业登记证》遗失，身份证号：230811197006270421，编号：2308110011002875，特此声明作废。
李程不慎将《就业失业登记证》遗失，身份证号：230804197011200555，编号：2308040015027878，特此声明作废。
袁振彦不慎将《就业失业登记证》遗失，身份证号：230802196506090717，编号：2308030012015623，特此声明作废。
王丽娜不慎将《就业失业登记证》遗失，身份证号：230802198203250700，编号：2308110012012181，特此声明作废。
赵礼魁不慎将《就业失业登记证》遗失，身份证号：230811197004210433，编号：2308030017050100，特此声明作废。


佳木斯市就业创业服务中心
2020年07月02日
"
2020-07-02,"
       	关于2019—2020年度会计专业技术人员继续教育的通知",http://www.jms.gov.cn/html/index/content/2020/7/570d97ab551d4db88b09548a01519469.html,"
各单位和广大会计专业技术人员：
根据《中华人民共和国会计法》、《黑龙江省会计专业技术人员继续教育实施办法（试行）》等相关规定，以及省财政厅《关于做好2019-2020年度会计专业技术人员继续教育工作的通知》（黑财会〔2020〕15号）文件要求，结合我市实际，现将开展2019-2020年度会计专业技术人员继续教育培训工作有关事宜通知如下：
一、继续教育对象
我市市区内（不含所辖县、县级市）具有会计专业技术资格的人员，或不具有会计专业技术资格但从事会计工作的人员（以下简称会计专业技术人员）。
中级资格以下（含中级资格）会计专业技术人员参加市财政局组织的会计专业技术人员继续教育，参训人员可选择附件提供的培训机构参加培训。
具有高级、正高级会计专业技术职务任职资格人员参加省财政厅组织的会计专业技术人员继续教育，参训人员可登陆我省会计专业技术人员信息采集页面中的“继续教育”栏目，通过省财政厅继续教育入口参加培训。
二、继续教育内容
广大会计专业技术人员可根据行业、岗位特点和实际需求，参照以下内容，分行业、分层次、分类别、有针对性地选择培训内容。
（一）  
公需科目
专业技术人员应当普遍掌握的法律法规、政策理论、职业道德、技术信息等基本知识。
（二）  
专业科目
企业类。包括会计准则、准则解释、内部控制、产品成本核算、会计信息化、会计基础工作等相关制度规范，纳税相关会计处理规定，特殊行业或特殊业务财务会计管理规定等。
行政事业类。包括政府会计准则、新旧会计制度衔接、政府综合财务报告编制，内部控制、会计基础工作等制度规范，以及财务规则、国库集中支付、政府采购、国有资产管理规定等。
综合类。包括会计、财税、金融法律法规；会计改革与发展“十三五”规划纲要；会计档案管理；管理会计指引；初、中、高级会计实务、财务管理等。
三、继续教育方式
继续教育培训学员可采取网络培训或面授培训两种方式。会计专业技术人员参加继续教育实行学分制管理，学员可根据需要任选课程的每个课时。学员网上学完1学时记3分，取得90学分考试合格者，视为完成当年会计专业技术人员继续教育。
会计专业技术人员参加财政部门认可的各种培训形式取得学分不足90学分的，在网上可任选课程的课时补足。
网络培训网址和面授培训机构信息见附表。
四、继续教育时间
2019—2020年度会计专业技术人员继续教育自2020年7月6日起开始，11月30日结束。
五、有关要求
1、按照疫情防控要求，2019—2020年度继续教育面授培训也采取网络方式进行，不开展线下培训，请参训学员监督培训机构按照规定方式参加继续教育。
2、各单位、各部门应督促并支持本单位、本系统会计专业技术人员积极参加继续教育，保证学习时间，确保会计专业技术人员按规定完成继续教育任务。
3、佳木斯市财政局会计局联系电话：8249006，8580083。
附表：学习网址和学习地址.doc


佳木斯市财政局
2020年7月1日
"
2020-07-02,"
       	2020年7月1日疫情通报",http://www.jms.gov.cn/html/index/content/2020/7/93e468aad86e451cb046663efff44935.html,"
2020年7月1日0时—24时，佳木斯市无新增确诊病例。无新增疑似病例。
截至7月1日24时,佳木斯市累计报告新型冠状病毒肺炎确诊病例15例，累计治愈出院病例15例。现有确诊病例0例。现有疑似病例0例。

 
佳木斯市卫生健康委员会
2020年7月2日
 
"
2020-07-01,"
       	佳木斯市2020年地质灾害防治方案公示",http://www.jms.gov.cn/html/index/content/2020/7/01c50f0222df4d8c8f33041456474dc6.html,"
经市政府同意，现将《佳木斯市2020年地质灾害防治方案》公示如下。


佳木斯市自然资源和规划局
2020年6月30日


佳木斯市2020年地质灾害防治方案



为了进一步贯彻落实习总书记关于加强放在减灾救灾的重要指示精神和2020年全国汛期地质灾害防治工作视频会议的精神，按照市委、市政府关于防灾减灾工作的重要部署，根据《黑龙江省2020年地质灾害防治方案》，结合我市实际情况，制定本方案。
一、全市地质灾害隐患点现状
截止2019年末，全市共有地质灾害隐患点30处，其中崩塌9处、泥石流4处、地面塌陷17处。威胁人口123人，威胁财产820万元。确定了5处重点防范地质灾害隐患点（见附表）。
二、2020年地质灾害趋势预测分析
根据省气象局预测，今年全年平均降水量比正常略多，进入7月份—9月份主汛期后，降水量明显会多于其他时段，特别是受极端天气的影响在此期间也极易出现短时间局地强降水天气，从而增加引发突发地质灾害的可能性，强降雨是诱发地质灾害的主要原因。
我市汤原县、桦南县两地属于地质灾害中易发区，山地较多，地层岩性以大面积分布的花岗岩、变质岩、砂岩、泥岩等为主，岩体节理裂隙发育，风化程度较严重，结构较松散破碎，部分沟谷斜坡表面植被覆盖少，坡体内发育基岩裂隙水，强降雨极易印发山体滑坡、崩塌、泥石流等地质灾害。
三、2020年地质灾害防治任务
（一）重点防范期
根据今年省气象预测分析，7月中旬-9月是我市主要降水时段，极端天气事件明显增多，为地质灾害重点防范期。
（二）重点防范区域
以崩塌、滑坡、泥石流为主的自然地质灾害易发区主要分布在桦南西南部、汤原县西北部；富锦市西部、南部，同江市东部，桦川县西南部，郊区西南部等区域，因地质环境特征和人类工程活动的原因，在遇强降雨天气时极易印发人为地质灾害。
以地面塌陷为主的地质灾害易发区主要分布在桦南县和汤原县的小煤矿、铁矿和金矿等地下开采区域，地面塌陷与矿山地下开采深度有关，防范期是全时段的。
（三）重点防范地质灾害隐患点
根据险情、规模、稳定性和威胁对象等要素确定了我市5处重点防范地质灾害隐患点：
1、桦南县闫家镇小八浪村东沟泥石流地质灾害隐患点；
2、桦南县驼腰子镇夹信子屯泥石流地质灾害隐患点；
3、桦南县闫家镇徐家村泥石流地质灾害隐患点；
4、汤原县汤亮公路沿线崩塌地质灾害隐患点；
5、佳木斯四丰山景区崩塌地质灾害隐患点。
重点防范地质灾害隐患点是汛期地质灾害的防范重点，要压实责任，确定地质灾害具体预防责任人，及时发放地质灾害“一表两卡”，加强宣传培训，坚决守住安全底线。
（四）重点防范对象
重点防范重要交通沿线、学校、村屯、社区、旅游景区、水利设施及地面塌陷区。
四、防治责任
按照“属地管理、分级负责”的原则，全面落实政府的主体责任、部门的具体责任和单位的法律责任。
（一）政府主体责任
各级政府要加强地质灾害防治工作的组织指挥，建立起政府主导、分工明确、任务落实、密切配合、协同动作，动员社会广泛参与的地质灾害防治格局，形成一套完整、灵敏、高效的工作机制。
（二）相关部门责任
1、自然资源部门
负责地质灾害防治工作的组织、协调、指导和监督。具体包括：地质灾害调查评价、地质灾害趋势预测、地质灾害动态监测、地质灾害防治方案的编制、地质灾害工程治理；会同气象部门开展地质灾害气象预警预报；指导相关部门和单位开展巡查排查、排危除险；配合应急管理部门做好突发性地质灾害的应急处置和受威胁群众的撤离、疏散、转移、安置。
2、应急管理部门
负责应对突发性地质灾害的防灾减灾救灾工作；组织、协调、配置救援力量，调配应急物资装备；负责救灾物资的请领发放；组织地质灾害应急演练。
负责监督工矿企业因生产活动引发地质灾害的防治工作。主要是生产过程中引发地质灾害的预防和治理；监督工矿企业将地质灾害监测和治理纳入到安全生产管理范围。
3、气象部门
负责提供长期、短时和历史气象信息；会同自然资源部门定期开展地质灾害气象预警预报会商，并联合发布地质灾害气象预警预报信息。
4、交通运输部门
负责铁路、公路和航道沿线周边地质灾害防治工作。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行交通管制，确保交通运输安全。
5、水利部门
负责各类水利设施周边地质灾害防治和因洪水引发的次生地质灾害的防治。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行危险区管制，确保人员及水利设施安全。
6、教育部门
负责幼儿园和学校周边的地质灾害防治工作。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行危险区管制；开展科普宣传及防灾减灾教育，确保师生安全。
7、旅游部门
负责旅游景区内的地质灾害防治工作。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行危险区管制，必要时关闭景区，确保游客安全。
8、住房和城乡建设部门
负责房屋建筑和市政基础设施工程建设诱发地质灾害防治工作。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行危险区管制，确保人员及房屋建筑和市政基础设施安全。
9、电力部门
负责电力设施周边地质灾害防治工作。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行危险区管制，确保人员及设施安全。
10、各类建设工程主管部门
负责监督建设单位开展工程项目周边的地质灾害防治工作。主要任务包括值班值守、监测预警、设立警示标志；开展巡查排查、排危除险；组织疏散撤离，实行危险区管制，确保人员及建设工程的安全。
11、财政部门
按照财政事权与支出责任相适应原则，负责保障处置突发性地质灾害所需经费。
（三）法律责任
按着“谁建设、谁负责”的原则，因工程建设等人为活动引发的地质灾害，由建设单位履行监测、治理义务。因工程建设、矿山开采等生产活动引发的地质灾害，自然资源部门要责令生产建设单位及时排危除险，实施治理工程，消除隐患。对拒不履行法定义务的，要移送法律部门提起诉讼。
五、具体要求
（一）加强组织领导，压实防灾责任。地质灾害防治工作事关人民群众生命财产安全，各地政府必须高度重视，结合汛期抗洪抢险要求成立地质灾害防治工作领导小组，制定地质灾害防治方案，同时坚持“属地管理、分级负责”的原则，压实市、县、乡、村各层级防灾责任。
为了更的指导和开展汛期地质灾害防治工作，市自然资源和规划局成立地质灾害防治工作领导和联络小组，名单如下：
组  长：李佳勇   
局  长
副组长：于寿宏   
副局长
修文波    四级调研员
成  员：于  泳    办公室主任
张春生   
地勘科科长
于文斌   
地勘科科员
（二）加强组织协调，健全防治体系。各级政府要履行好组织、协调、指导、监管的职责。自然资源、气象、应急、水利、交通、旅游等部门形成协调会商机制，及时掌握发布气象信息，适时发布地质灾害预警。各级自然资源部门要指导和开展本地的地质灾害防治工作，开展巡查排查、排危除险，配合应急管理部门做好突发地质灾害的应急处置和群众的撤离、疏散、转移、安置。
（三）加强排查预防，严格落实“三查”制度。因我市还没有开展1:5万地质灾害详查，地质灾害隐患点的底数还不清楚，必须严格汛前排查、汛中巡查和汛后核查“三查”制度，在落实“三查”制度和发现风险隐患后，应及时联系我市地质灾害防治技术支撑单位—黑龙江省第六地质勘查院，由专家给出地质灾害防治建议。
（四）完善群专结合，建立群测群防预警体系。进一步强化群策群防工作责任制，确定地质灾害隐患点责任人、监测人。在地质灾害隐患点周边设立警示牌，写明地质灾害名称、类型、责任主体、避险路线等信息，向周边群众发放“一表两卡”。（地质灾害防御预案表、防灾工作明白卡和防灾避险工作明白卡）
（五）加强值班值守，做好灾情速报。汛期各级部门要制定汛期值班制度，及时接收地质灾害气象预警预报信息，及时上报险情、灾情，做好值班记录。在接到灾情险情报告后立即采取有效措施防止灾害发生或者灾情扩大，同时向上级人民政府和相关部门报告，报送、报告地质灾害时间信息应当做到及时、客观、真实，不得瞒报、迟报、漏报。
市自然资源和规划局地质灾害应急值班电话：
工作日：0454-8248270
夜间及节假日：0454-7672028
附件：地勘六院地质灾害防治专家名单.docx

佳木斯地质灾害点30个.xls
重点防范地质灾害隐患点统计表.xls

"
2020-07-01,"
       	房屋所有权证、不动产权证书、土地使用权证、不动产登记证明声明作废公告 2020年 第0701号",http://www.jms.gov.cn/html/index/content/2020/7/be20a02057424e18be0855222e7dd5fb.html,"
一、崔玉范房屋所有权证丢失声明作废公告
产权人崔玉范在折迁灭籍过程中不慎将所有权证书丢失，房屋所有权证号为：0250号，使用性质：非成套住宅，建筑面积：64.78平方米，坐落：郊区长青乡五一村。
特此公告作废
二、柳俊廷房屋所有权证丢失声明作废公告
产权人柳俊廷在折迁灭籍过程中不慎将所有权证书丢失，房屋所有权证号2000020764号，产籍号：1-0208-020-050202，使用性质：住宅，建筑面积：38.38平方米，坐落：永红区75委
特此公告作废
三 、于立云不动产权证丢失声明作废公告
产权人于立云不慎将不动产权证书丢失，不动产权权证书号为：黑（2017）佳木斯市不动产权第0005851号，性质：成套住宅，建筑面积：87.79平方米，坐落：郊区新府社区。
四、王志春房屋所有权证丢失声明作废公告
产权人王志春不慎将所有权证书丢失，房屋所有权证号为：2011006322号，产籍号为：1-0546-038-050602，使用性质：成套住宅，建筑面积：54.75平方米，坐落：郊区清源社区。
特此公告作废
五、陈玉金房屋所有权证丢失声明作废公告
产权人陈玉金不慎将所有权证书丢失，房屋所有权证号为：2013009033号，产籍号为：1-0554-025-020602，使用性质：成套住宅，建筑面积：58.25平方米，坐落：向阳区长青社区。
特此公告作废
六、马超继承公告

继承人马超因继承被继承人马万财、李新芝的遗产，提交了相应的身份证明、亲属关系证明、死亡证明、常住人口详细、干部履历表、村委会证明等证明材料。
被继承人马万财和其配偶李新芝遗留有一处共有房产：坐落在永红区30委6组，房屋面积为72.07平方米，房屋所有权证号为佳房权证永字第2000006792号。
上述财产为马万财、李新芝的遗产。
被继承人马万财、李新芝分别于2014年12月12日、2018年10月16日死亡。
根据《中华人民共和国继承法》的相关规定马万财、李新芝的第一顺序继承人为：马万财父亲马生于1945年死亡、母亲马王氏于1934年死亡，李新芝的父亲李和顺于1962年死亡、母亲李王氏于1945年死亡，子女共有：马敏、马莲、马琳、马超。
马敏、马莲、马琳、马超均陈述马万财死亡后至李新芝死亡，李新芝未再婚。
马超表示继承马万财、李新芝的遗产，马敏、马莲、马琳在佳木斯市不动产登记中心工作人员面前以书面形式表示放弃继承马万财、李新芝的遗产。
根据申请人马超提供的相关资料，按照《中华人民共和国物权法》、《不动产登记暂行条例》及《不动产登记暂行条例实施细则》有关规定，现公告如下：
申请人马超申请办理上述不动产的转移登记，公告期为15个工作日（2020年7月1日2020年7月23日）。公告期内如有异议，均可向佳木斯市不动产登记中心提出，
公告期届满，无异议的，佳木斯市不动产登记中心将直接办理该不动产的转移登记。
特此公告
七、刘佳房屋所有权证丢失声明作废公告
产权人刘佳不慎将所有权证书丢失，房屋所有权证号为：2005020511号，产籍号为：2-0063-003-070801，使用性质：成套住宅，建筑面积：71.83平方米，坐落：向阳区立新社区。
特此公告作废


发布单位：佳木斯市不动产登记中心
2020年7月1日
"
2020-07-01,"
       	佳木斯黑龙农药有限公司1500吨/年3-异色酮、700吨/年M325项目 环境影响报告书征求意见稿公示",http://www.jms.gov.cn/html/index/content/2020/7/6362a415efd44a1f8dab151561e7d47d.html,"
根据《环境影响评价公众参与办法》（生态环境部令 第4号）要求，建设项目环境影响报告书征求意见稿形成后，建设单位应当公开下列信息，征求与该建设项目环境影响有关的意见，公示内容如下：
一、环境影响报告书征求意见稿全文的网络链接及查阅纸质报告书的方式和途径
附件1征求意见稿-佳木斯黑龙农药有限公司1500吨年3-异色酮、700吨M325项目.pdf
查阅纸质报告书方式和途径：通过电话0454-8363066联系后可到佳木斯黑龙农药有限公司查阅纸质报告书。
二、征求意见的公众范围
本项目环境影响评价范围内的居民及企事业单位。
三、公众意见表的网络链接
     附件2建设项目环境影响评价公众意见表.docx
四、公众提出意见的方式和途径
公众可以通过信函、传真、电子邮件、电话或者建设单位提供的其他方式，在规定时间内将填写的公众意见表提交给建设单位，反映与建设项目环境影响有关的意见和建议。 
建设单位：佳木斯黑龙农药有限公司
联系人：范总   
联系电话：0454-8363066
地址：佳木斯高新区双合路99号
五、公众提出意见的起止时间
本信息公开之日起10个工作日。
建设单位：佳木斯黑龙农药有限公司




佳木斯高新区管理委员会

2020年7月1日

"
2020-07-01,"
       	2020年6月30日疫情通报",http://www.jms.gov.cn/html/index/content/2020/7/1d0a7cef34d74cee80f9b3d05ee18f90.html,"
2020年6月30日0时—24时，佳木斯市无新增确诊病例。无新增疑似病例。
截至6月30日24时,佳木斯市累计报告新型冠状病毒肺炎确诊病例15例，累计治愈出院病例15例。现有确诊病例0例。现有疑似病例0例。

 
佳木斯市卫生健康委员会
2020年7月1日
"
2020-06-30,"
       	2020年6月29日疫情通报",http://www.jms.gov.cn/html/index/content/2020/6/590461521d7e488c9f907c6b6c570991.html,"
2020年6月29日0时—24时，佳木斯市无新增确诊病例。无新增疑似病例。
截至6月29日24时,佳木斯市累计报告新型冠状病毒肺炎确诊病例15例，累计治愈出院病例15例。现有确诊病例0例。现有疑似病例0例。

 
佳木斯市卫生健康委员会
　                                                          　2020年6月30日
"
